F0_01-0_1,F0_1-0_2,F0_2-0_5,F0_5-1,F1-2,F2-4,F4-8,F8-16,F16-25,F25-35,F35-50,F50-63,F63-75,F75-88,F88-105,F105-125,F125-150,F150-177,F177-210,F210-250,F250-300,F300-354,F354-420,F420-500,F500-600,F600-707,F707-850,F850-1000,F1000-1190,F1190-1410,F1410-1680,F1680-2000,Kf,lithoclass
0.0,0.0,0.1,0.3,0.37,0.18,0.16,0.18,0.25,0.42,1.01,1.18,1.39,2.06,4.47,7.85,13.31,16.57,18.68,15.61,9.13,3.31,1.64,0.68,0.31,0.1,0.11,0.12,0.22,0.18,0.09,0.01,5.0,zm
0.0,0.0,0.41,1.18,2.21,2.93,5.07,8.7,9.06,8.74,9.85,5.77,3.54,2.73,2.68,2.87,3.61,4.27,5.31,5.76,5.46,3.88,3.09,1.81,0.83,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.031,kz
0.0,0.0,0.05,0.16,0.18,0.05,0.03,0.03,0.04,0.06,0.12,0.14,0.2,0.33,0.75,1.5,3.01,6.44,11.47,18.06,21.77,16.25,11.33,5.07,2.21,0.56,0.17,0.01,0.0,0.0,0.0,0.0,14.0,zm
0.0,0.0,0.1,0.32,0.44,0.31,0.32,0.29,0.2,0.2,0.38,0.39,0.44,0.85,3.32,7.65,14.31,17.56,19.16,14.97,8.96,4.16,2.8,1.65,0.88,0.27,0.05,0.0,0.0,0.0,0.0,0.0,3.2,zm
0.0,0.0,0.1,0.29,0.38,0.25,0.24,0.19,0.13,0.12,0.21,0.26,0.35,0.55,1.49,4.02,9.38,17.65,23.09,22.73,13.15,3.47,1.22,0.41,0.23,0.08,0.02,0.0,0.0,0.0,0.0,0.0,6.7,zm
0.0,0.01,0.05,0.13,0.18,0.14,0.15,0.13,0.09,0.09,0.14,0.16,0.2,0.3,0.56,0.78,1.07,1.33,2.11,4.55,9.6,13.43,16.47,16.66,14.26,8.11,5.29,2.13,1.16,0.57,0.16,0.01,34.0,zg
0.0,0.01,0.02,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.07,0.1,0.14,0.24,0.55,1.48,2.96,5.16,8.56,12.32,13.24,15.76,13.16,12.19,8.5,4.21,1.08,57.0,zg
0.0,0.0,0.11,0.3,0.36,0.13,0.1,0.09,0.13,0.23,0.73,1.19,1.84,3.08,6.19,9.44,14.03,15.51,16.62,13.5,8.44,3.61,2.12,1.13,0.67,0.25,0.15,0.04,0.01,0.0,0.0,0.0,2.2,zm
0.0,0.01,0.05,0.11,0.12,0.06,0.05,0.05,0.05,0.06,0.1,0.11,0.13,0.21,0.42,0.69,1.13,1.84,3.12,5.93,10.64,13.42,15.69,14.54,11.83,6.96,5.19,2.75,2.06,1.37,0.85,0.47,23.0,zg
0.0,0.01,0.14,0.37,0.44,0.19,0.14,0.12,0.16,0.29,0.98,1.67,2.52,3.97,7.35,10.43,14.5,15.22,15.89,12.43,7.22,2.59,1.27,0.54,0.24,0.07,0.11,0.21,0.41,0.33,0.18,0.03,1.7,zm
0.0,0.01,0.05,0.1,0.12,0.07,0.08,0.06,0.05,0.04,0.04,0.03,0.04,0.06,0.13,0.22,0.37,0.68,1.51,4.18,9.68,14.16,17.92,17.98,15.22,8.7,5.57,1.95,0.75,0.2,0.03,0.0,20.0,zg
0.0,0.01,0.05,0.1,0.12,0.06,0.05,0.05,0.04,0.03,0.04,0.04,0.04,0.06,0.13,0.21,0.33,0.72,1.91,5.52,12.07,16.27,19.28,17.09,12.49,6.2,3.76,1.41,0.94,0.68,0.27,0.03,22.0,zg
0.0,0.01,0.05,0.1,0.12,0.08,0.08,0.07,0.06,0.07,0.1,0.09,0.09,0.12,0.21,0.33,0.53,1.04,2.3,5.64,11.08,14.11,16.59,15.93,13.82,8.51,5.88,2.16,0.69,0.12,0.01,0.0,22.0,zg
0.0,0.01,0.05,0.1,0.13,0.08,0.09,0.08,0.06,0.07,0.1,0.08,0.08,0.11,0.21,0.32,0.54,1.11,2.39,5.66,10.8,13.5,15.78,15.22,13.44,8.61,6.4,2.88,1.43,0.53,0.11,0.01,20.0,zg
0.0,0.01,0.12,0.31,0.38,0.16,0.12,0.11,0.15,0.26,0.82,1.31,1.88,2.84,5.11,7.26,10.38,11.98,13.88,13.49,11.25,6.83,4.91,2.92,1.91,0.93,0.52,0.14,0.02,0.0,0.0,0.0,1.5,zm
0.0,0.01,0.04,0.08,0.09,0.05,0.04,0.04,0.03,0.04,0.06,0.05,0.06,0.09,0.17,0.27,0.47,0.92,1.79,3.81,7.19,9.8,12.73,14.51,14.7,10.85,9.34,5.41,3.74,2.17,1.16,0.29,9.9,zg
0.0,0.0,0.1,0.28,0.33,0.12,0.09,0.08,0.08,0.11,0.31,0.46,0.65,1.07,2.67,5.39,10.29,15.72,19.59,19.3,13.35,5.4,2.68,1.06,0.54,0.19,0.11,0.01,0.01,0.01,0.0,0.0,2.7,zm
0.0,0.02,0.05,0.08,0.1,0.06,0.06,0.05,0.04,0.05,0.09,0.1,0.1,0.14,0.25,0.38,0.63,1.08,1.85,3.41,6.07,8.46,11.63,14.44,15.75,12.29,10.83,6.21,3.83,1.5,0.39,0.04,25.0,zg
0.0,0.02,0.1,0.23,0.38,0.43,0.53,0.51,0.32,0.25,0.3,0.23,0.2,0.23,0.38,0.75,1.69,4.62,9.1,15.29,19.42,16.54,13.68,7.86,4.24,1.68,0.89,0.12,0.01,0.0,0.0,0.0,6.7,zm
0.0,0.03,0.07,0.14,0.22,0.22,0.27,0.26,0.18,0.16,0.22,0.18,0.16,0.18,0.27,0.45,0.92,2.53,5.31,9.97,14.0,13.94,13.93,11.31,9.01,5.68,4.68,2.7,1.84,0.84,0.27,0.03,9.1,zg
0.0,0.0,0.39,1.11,2.05,2.43,3.02,3.17,3.1,4.52,8.72,8.12,7.58,8.23,10.25,10.56,10.58,6.9,4.93,2.12,0.74,0.25,0.25,0.23,0.21,0.15,0.15,0.12,0.1,0.02,0.0,0.0,0.02,kz
0.0,0.0,0.25,0.88,1.62,1.91,2.28,2.2,1.88,2.58,4.87,4.72,4.93,6.2,9.51,11.72,14.15,11.69,9.84,5.31,2.05,0.58,0.34,0.26,0.21,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.18,kz
0.0,0.04,0.17,0.39,0.69,0.81,0.98,0.94,0.68,0.73,1.3,1.25,1.21,1.37,2.0,2.78,4.28,6.42,9.51,13.17,15.64,13.27,11.45,6.9,3.66,0.33,0.04,0.0,0.0,0.0,0.0,0.0,2.1,zm
0.0,0.04,0.19,0.43,0.78,0.91,1.09,1.05,0.76,0.82,1.38,1.23,1.17,1.41,2.39,3.76,6.15,8.79,11.87,14.16,14.5,10.74,8.5,4.76,2.28,0.68,0.14,0.0,0.0,0.0,0.0,0.0,0.76,zm
0.0,0.0,0.26,0.89,1.61,1.85,2.16,2.22,2.07,2.83,5.29,4.76,4.34,4.83,6.97,8.96,11.84,11.91,12.07,9.0,4.69,1.14,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,zm
0.0,0.02,0.13,0.31,0.53,0.59,0.71,0.69,0.43,0.36,0.49,0.41,0.37,0.46,0.93,2.0,4.24,8.17,12.74,17.26,18.95,14.02,10.22,4.42,1.34,0.18,0.03,0.0,0.0,0.0,0.0,0.0,4.8,zm
0.0,0.02,0.1,0.23,0.37,0.37,0.45,0.44,0.3,0.26,0.35,0.3,0.29,0.37,0.72,1.44,2.99,6.34,10.79,16.03,19.3,16.03,12.93,6.58,2.49,0.44,0.07,0.0,0.0,0.0,0.0,0.0,6.9,zm
0.0,0.02,0.08,0.16,0.23,0.2,0.22,0.21,0.17,0.19,0.34,0.35,0.36,0.44,0.7,1.07,1.83,3.58,6.44,10.93,14.87,14.3,13.58,9.67,6.42,3.46,2.87,1.97,1.96,1.65,1.29,0.44,9.3,zg
0.0,0.01,0.05,0.09,0.13,0.1,0.12,0.11,0.07,0.06,0.09,0.08,0.09,0.11,0.18,0.27,0.46,1.22,3.03,7.15,12.05,12.9,12.98,10.47,8.64,6.29,6.4,5.09,5.04,3.97,2.13,0.62,23.0,zg
0.0,0.02,0.04,0.07,0.1,0.09,0.12,0.1,0.05,0.04,0.04,0.04,0.04,0.05,0.07,0.1,0.19,0.5,1.13,2.56,4.69,6.16,7.95,9.76,11.79,11.33,12.75,10.22,9.09,6.23,3.43,1.25,37.0,zg
0.0,0.02,0.18,0.46,0.57,0.28,0.21,0.19,0.25,0.57,2.59,4.14,5.05,6.27,8.79,10.28,12.3,11.32,11.32,9.1,6.37,3.3,2.19,1.24,0.72,0.35,0.37,0.43,0.58,0.38,0.16,0.02,0.3,zm
0.0,0.03,0.07,0.11,0.21,0.26,0.34,0.37,0.3,0.31,0.42,0.32,0.27,0.29,0.38,0.44,0.55,0.63,0.86,1.41,2.77,4.94,8.51,13.9,18.87,17.27,15.39,7.24,3.03,0.49,0.03,0.0,12.0,zg
0.0,0.01,0.14,0.37,0.45,0.2,0.15,0.13,0.16,0.33,1.23,1.85,2.28,3.05,5.26,7.8,11.73,13.99,16.12,14.94,11.0,5.25,2.74,0.71,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,zm
0.0,0.03,0.07,0.12,0.19,0.2,0.25,0.29,0.27,0.31,0.5,0.44,0.42,0.48,0.75,1.09,1.68,2.4,3.47,5.15,7.95,10.48,14.03,16.42,16.08,9.7,5.54,1.47,0.21,0.01,0.0,0.0,17.0,zg
0.0,0.03,0.08,0.13,0.23,0.26,0.34,0.39,0.34,0.37,0.61,0.56,0.54,0.62,0.9,1.21,1.77,2.37,3.34,4.82,7.27,9.36,12.45,14.79,15.17,10.46,7.56,2.85,0.96,0.21,0.03,0.0,16.0,zg
0.0,0.0,0.08,0.21,0.25,0.09,0.06,0.04,0.04,0.05,0.11,0.16,0.24,0.4,0.9,1.86,3.9,8.74,15.61,23.3,23.06,12.62,6.18,1.61,0.42,0.04,0.01,0.0,0.0,0.0,0.0,0.0,9.4,zm
0.0,0.04,0.09,0.17,0.34,0.43,0.53,0.54,0.39,0.36,0.51,0.42,0.36,0.37,0.48,0.56,0.73,0.93,1.35,2.26,4.05,5.97,8.66,11.67,14.18,12.89,13.18,8.82,5.89,2.98,0.8,0.06,31.0,zg
0.0,0.04,0.09,0.16,0.28,0.33,0.41,0.43,0.34,0.34,0.46,0.36,0.31,0.34,0.52,0.76,1.23,2.01,3.26,5.44,8.55,10.56,13.25,14.61,14.22,9.51,6.96,2.94,1.42,0.6,0.23,0.04,13.0,zg
0.0,0.04,0.1,0.17,0.31,0.38,0.46,0.44,0.29,0.23,0.28,0.21,0.19,0.21,0.29,0.37,0.52,0.8,1.45,3.35,7.6,12.23,17.18,19.78,18.03,9.45,4.59,0.95,0.12,0.0,0.0,0.0,11.0,zg
0.0,0.0,0.08,0.22,0.25,0.09,0.06,0.05,0.06,0.08,0.15,0.17,0.22,0.4,1.2,2.94,6.4,12.03,17.63,20.35,17.85,10.01,6.17,2.56,0.98,0.05,0.01,0.0,0.0,0.0,0.0,0.0,7.6,zm
0.0,0.04,0.12,0.23,0.4,0.49,0.61,0.58,0.31,0.2,0.23,0.19,0.17,0.2,0.31,0.5,0.88,1.81,3.44,6.69,11.24,13.64,16.11,15.8,13.38,7.23,3.98,1.05,0.15,0.01,0.0,0.0,0.11,zg
0.0,0.06,0.15,0.23,0.41,0.5,0.59,0.51,0.28,0.2,0.24,0.19,0.17,0.2,0.3,0.42,0.68,1.29,2.47,5.21,9.68,12.79,15.88,16.18,13.89,7.75,4.81,1.84,1.14,0.87,0.74,0.3,2.1,zg
0.0,0.05,0.17,0.39,0.75,0.94,1.12,1.06,0.68,0.56,0.71,0.61,0.7,1.15,2.77,4.93,8.14,10.19,11.94,11.58,10.1,7.27,6.6,5.63,4.97,3.23,2.38,1.09,0.25,0.02,0.0,0.0,1.4,zm
0.0,0.04,0.16,0.35,0.68,0.85,1.01,0.93,0.58,0.48,0.63,0.56,0.67,1.14,2.77,4.89,8.0,9.86,11.45,11.17,10.25,8.21,8.17,7.26,5.77,3.21,0.88,0.04,0.0,0.0,0.0,0.0,1.8,zm
0.0,0.04,0.14,0.31,0.58,0.7,0.83,0.78,0.5,0.42,0.56,0.49,0.55,0.9,2.2,4.07,6.98,9.24,11.28,11.7,11.14,8.86,8.55,7.46,6.13,3.27,1.78,0.47,0.07,0.0,0.0,0.0,3.0,zm
0.0,0.01,0.06,0.12,0.19,0.19,0.22,0.19,0.12,0.09,0.11,0.08,0.08,0.11,0.21,0.34,0.57,0.91,1.54,3.36,8.53,15.07,20.74,22.53,17.08,5.65,1.77,0.1,0.0,0.0,0.0,0.0,22.0,zg
0.0,0.03,0.06,0.11,0.2,0.23,0.28,0.29,0.24,0.24,0.33,0.27,0.25,0.3,0.49,0.74,1.19,1.86,2.82,4.13,5.52,5.92,7.05,8.2,9.66,9.29,10.84,9.3,8.85,6.4,3.6,1.33,27.0,zg
0.0,0.0,0.13,0.61,1.19,1.52,1.95,2.1,1.47,1.24,1.61,1.35,1.36,1.84,3.58,5.94,9.71,12.63,15.17,14.42,10.6,4.96,2.7,1.23,0.88,0.65,0.62,0.41,0.12,0.01,0.0,0.0,0.9,zm
0.0,0.0,0.12,0.61,1.19,1.52,1.94,2.11,1.52,1.3,1.75,1.57,1.73,2.53,5.05,8.01,12.36,14.59,16.32,13.83,8.38,2.63,0.89,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,zm
0.0,0.08,0.27,0.61,1.22,1.59,1.99,2.05,1.49,1.38,2.15,2.31,2.93,4.46,8.29,11.62,15.72,15.2,14.38,8.77,2.99,0.44,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6200000000000001,kz
0.0,0.16,0.73,1.59,2.77,3.15,4.23,6.28,8.47,12.35,19.4,13.1,8.09,5.48,3.81,2.74,2.2,1.65,1.62,1.24,0.83,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,kz
0.0,0.06,0.14,0.26,0.48,0.59,0.87,1.11,0.9,0.83,1.12,0.94,0.92,1.23,2.49,4.45,7.89,11.66,15.5,17.55,15.89,8.93,4.79,1.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,zm
0.0,0.06,0.17,0.32,0.58,0.72,1.11,1.42,1.1,0.96,1.24,1.05,1.12,1.66,3.58,6.16,10.2,13.32,16.25,16.31,12.84,6.13,2.88,0.67,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.9,zm
0.0,0.04,0.11,0.18,0.31,0.32,0.43,0.51,0.41,0.4,0.58,0.52,0.51,0.62,1.05,1.84,3.58,7.38,12.46,17.82,20.66,15.36,10.15,3.57,1.01,0.14,0.02,0.0,0.0,0.0,0.0,0.0,5.5,zm
0.0,0.05,0.13,0.22,0.39,0.44,0.62,0.75,0.59,0.54,0.73,0.6,0.57,0.71,1.38,2.63,5.13,9.08,13.52,17.37,18.14,12.43,8.32,3.41,1.41,0.51,0.29,0.04,0.0,0.0,0.0,0.0,5.2,zm
0.0,0.02,0.05,0.07,0.13,0.17,0.25,0.29,0.2,0.14,0.14,0.08,0.06,0.07,0.1,0.12,0.16,0.19,0.28,0.5,1.09,2.13,3.96,7.36,11.84,14.02,17.63,14.89,12.39,7.21,3.36,1.06,130.0,zg
0.0,0.02,0.05,0.08,0.12,0.13,0.17,0.2,0.15,0.13,0.16,0.13,0.12,0.13,0.19,0.26,0.39,0.61,1.05,2.16,4.39,6.74,9.69,12.58,14.62,12.63,12.52,8.42,6.14,3.51,1.83,0.66,29.0,zg
0.0,1.73,4.9,9.67,20.27,25.59,23.0,11.34,2.76,0.63,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,k
0.0,0.99,3.02,6.39,13.59,18.03,20.58,17.92,9.03,5.12,3.48,0.94,0.21,0.14,0.22,0.21,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9e-07,k
0.0,1.08,3.24,6.87,14.79,19.67,21.48,17.25,7.96,4.21,2.62,0.75,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,k
0.0,1.13,3.33,6.7,13.75,17.56,19.69,17.6,9.07,5.16,3.55,1.1,0.35,0.26,0.32,0.26,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,k
0.0,1.02,3.14,6.3,12.0,13.28,13.81,14.0,10.92,9.1,8.07,3.27,1.43,0.99,0.98,0.86,0.71,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5e-07,k
0.0,0.92,2.85,5.94,11.83,13.66,14.72,14.89,10.72,8.41,7.68,3.51,1.75,1.23,0.97,0.6,0.29,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-06,k
0.0,0.23,0.93,1.96,3.17,2.79,3.66,8.19,16.44,22.71,24.72,10.25,3.46,1.15,0.28,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8e-05,kz
0.0,0.19,0.78,1.7,2.88,2.7,3.06,4.79,9.09,16.74,26.71,16.12,8.13,4.0,1.6,0.71,0.3,0.13,0.13,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-05,kz
0.0,0.0,0.26,0.9,1.44,1.2,1.25,1.65,3.12,6.81,13.34,9.87,6.64,5.15,4.93,5.28,6.67,7.6,8.8,7.86,4.95,1.63,0.6,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,zm
0.0,0.0,0.56,1.36,2.36,2.31,2.68,3.44,4.86,9.13,18.38,14.69,10.59,8.34,6.81,5.13,3.83,2.11,1.65,1.01,0.49,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,kz
0.0,0.24,0.93,1.92,3.15,2.85,3.45,6.45,12.67,19.63,26.01,13.35,5.76,2.5,0.88,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,kz
0.0,0.22,0.87,1.81,2.92,2.55,2.98,6.08,12.25,18.45,23.95,12.84,6.29,3.38,1.79,1.12,0.84,0.56,0.48,0.35,0.18,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00056,kz
0.0,0.23,0.87,1.79,3.04,2.98,3.48,4.95,7.73,13.01,22.25,15.83,10.12,6.73,3.92,2.02,0.83,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013,kz
0.0,0.25,0.94,1.92,3.35,3.51,4.27,5.45,7.54,12.34,20.86,14.78,9.54,6.56,4.14,2.35,1.19,0.45,0.31,0.17,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-05,kz
0.0,0.02,0.11,0.26,0.4,0.32,0.35,0.33,0.26,0.29,0.51,0.45,0.41,0.46,0.78,1.64,3.76,8.55,13.93,18.23,18.38,12.21,8.63,4.65,2.8,1.32,0.73,0.19,0.02,0.0,0.0,0.0,2.7,zm
0.0,0.03,0.17,0.42,0.65,0.56,0.62,0.56,0.48,0.71,1.56,1.5,1.38,1.6,2.99,5.74,10.88,16.15,19.89,18.08,10.94,3.43,1.28,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,zm
0.0,0.0,0.14,0.69,1.16,1.15,1.32,1.34,1.22,1.84,4.04,3.92,3.61,3.98,5.97,8.46,12.53,14.48,15.53,11.48,5.33,1.25,0.46,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,zm
0.0,0.02,0.11,0.28,0.45,0.4,0.45,0.4,0.27,0.26,0.43,0.43,0.5,0.74,1.62,3.04,5.59,8.9,12.59,15.65,16.49,12.4,9.79,5.4,2.6,0.8,0.34,0.04,0.0,0.0,0.0,0.0,2.3,zm
0.0,0.02,0.13,0.32,0.51,0.46,0.52,0.47,0.34,0.34,0.53,0.52,0.6,0.92,2.08,3.87,6.98,10.55,14.27,16.59,16.13,10.92,7.76,3.57,1.32,0.26,0.04,0.0,0.0,0.0,0.0,0.0,2.3,zm
0.0,0.02,0.15,0.38,0.59,0.51,0.56,0.47,0.3,0.31,0.6,0.69,0.88,1.5,3.89,7.57,13.46,17.61,20.3,16.99,9.17,2.55,0.99,0.34,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.6,zm
0.0,0.02,0.13,0.34,0.52,0.4,0.42,0.36,0.25,0.28,0.67,0.9,1.21,1.98,4.52,8.05,13.55,17.03,19.43,16.41,9.22,2.77,1.11,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,zm
0.0,0.04,0.19,0.46,0.77,0.73,0.79,0.67,0.44,0.44,0.86,1.1,1.52,2.48,5.21,8.39,13.06,15.58,17.53,15.0,9.31,3.16,1.18,0.34,0.22,0.15,0.18,0.16,0.05,0.01,0.0,0.0,0.76,zm
0.0,0.01,0.1,0.27,0.39,0.26,0.26,0.22,0.15,0.16,0.34,0.46,0.6,0.89,1.86,3.99,8.53,15.07,19.79,20.46,14.64,6.05,3.04,1.19,0.6,0.24,0.16,0.08,0.08,0.07,0.02,0.0,4.6,zm
0.0,0.02,0.1,0.24,0.35,0.26,0.24,0.21,0.15,0.15,0.29,0.35,0.45,0.71,1.57,3.07,5.99,10.5,15.0,17.89,17.55,11.64,7.97,3.55,1.43,0.28,0.06,0.0,0.0,0.0,0.0,0.0,5.2,zm
0.0,0.0,0.1,0.32,0.39,0.16,0.14,0.15,0.21,0.35,0.93,1.14,1.35,2.05,4.72,8.55,14.59,17.74,19.53,15.23,7.87,2.46,1.15,0.48,0.19,0.05,0.06,0.05,0.03,0.01,0.0,0.0,2.4,zm
0.0,0.02,0.14,0.35,0.54,0.44,0.48,0.42,0.29,0.29,0.55,0.66,0.92,1.77,4.89,9.11,15.04,17.28,18.18,13.35,7.16,2.83,1.79,1.18,0.87,0.46,0.38,0.25,0.21,0.13,0.04,0.0,2.6,zm
0.0,0.0,0.09,0.27,0.32,0.13,0.09,0.08,0.09,0.13,0.33,0.43,0.57,1.01,2.84,5.86,10.99,16.01,19.7,19.41,13.77,5.43,2.12,0.32,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,zm
0.0,0.02,0.07,0.15,0.22,0.18,0.2,0.2,0.12,0.09,0.11,0.1,0.1,0.14,0.25,0.45,0.89,2.11,4.21,8.08,12.82,14.81,17.04,16.22,12.65,5.69,2.79,0.28,0.02,0.0,0.0,0.0,8.4,zg
0.0,0.0,0.08,0.25,0.3,0.11,0.07,0.06,0.07,0.12,0.31,0.43,0.59,1.0,2.64,5.29,9.88,14.74,18.74,18.9,14.03,6.2,3.12,1.12,0.5,0.2,0.17,0.14,0.27,0.34,0.27,0.06,5.5,zm
0.0,0.07,0.22,0.43,0.81,1.07,1.46,1.47,0.87,0.62,0.67,0.46,0.37,0.41,0.6,0.82,1.25,1.9,3.04,5.22,8.65,11.02,13.84,14.95,14.05,8.71,5.33,1.36,0.31,0.03,0.0,0.0,5.1,zg
0.0,0.03,0.1,0.2,0.34,0.38,0.51,0.52,0.32,0.23,0.27,0.2,0.19,0.23,0.37,0.57,0.98,1.83,3.37,6.59,11.42,14.27,17.07,16.61,13.24,6.31,3.41,0.4,0.03,0.0,0.0,0.0,2.5,zg
0.0,0.02,0.08,0.18,0.26,0.18,0.18,0.2,0.23,0.28,0.43,0.37,0.36,0.47,0.91,1.7,3.36,6.55,10.56,14.72,17.39,14.86,12.87,8.0,4.21,1.21,0.39,0.02,0.0,0.0,0.0,0.0,5.6,zm
0.0,0.01,0.08,0.18,0.26,0.17,0.18,0.21,0.23,0.29,0.46,0.41,0.39,0.49,0.87,1.61,3.16,6.09,9.85,14.19,17.25,15.29,13.69,8.7,4.38,1.14,0.37,0.02,0.0,0.0,0.0,0.0,4.2,zm
0.0,0.02,0.08,0.17,0.25,0.2,0.22,0.23,0.15,0.13,0.22,0.23,0.26,0.4,1.01,2.12,4.1,6.17,7.94,8.85,10.13,10.74,12.72,12.89,10.94,5.75,3.14,0.84,0.12,0.01,0.0,0.0,3.7,zg
0.0,0.02,0.08,0.18,0.27,0.22,0.25,0.22,0.13,0.12,0.24,0.26,0.3,0.45,1.1,2.28,4.37,6.51,8.27,8.95,9.63,9.64,11.26,11.7,10.65,6.47,4.29,1.51,0.54,0.08,0.01,0.0,1.7,zg
0.0,0.02,0.06,0.13,0.17,0.1,0.11,0.1,0.07,0.07,0.12,0.12,0.14,0.21,0.5,1.03,1.99,3.26,4.65,6.91,11.67,15.5,18.3,16.74,11.49,4.43,1.94,0.18,0.01,0.0,0.0,0.0,17.0,zg
0.0,1.41,3.22,4.57,7.94,9.7,11.97,15.64,14.5,12.21,10.53,4.08,1.55,0.85,0.69,0.58,0.49,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,v
0.0,0.4,1.05,2.06,5.06,9.64,17.37,21.27,13.61,9.86,8.4,3.56,1.65,1.16,1.12,0.98,0.81,0.5,0.52,0.49,0.4,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019,v
0.0,0.7,1.31,1.58,3.57,6.17,8.17,12.16,11.93,9.38,8.44,4.11,2.28,1.71,1.56,1.44,1.52,1.56,2.0,2.71,3.74,4.14,4.62,3.61,1.39,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.00024,v
0.0,0.23,0.64,1.09,2.46,4.07,6.44,11.67,13.94,13.16,11.99,5.56,3.11,2.51,2.65,2.73,3.07,2.97,3.34,3.16,2.44,1.31,0.84,0.41,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.00091,v
0.0,0.29,1.24,2.91,5.1,5.62,8.39,15.43,18.38,17.47,15.84,6.34,2.14,0.67,0.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-06,kz
0.0,0.41,1.59,3.44,5.81,6.21,9.04,15.74,17.8,16.45,14.58,5.74,2.03,0.8,0.28,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-06,kz
0.0,0.16,1.0,2.63,4.57,4.74,6.84,12.17,14.86,15.31,16.49,8.6,4.41,2.52,1.35,0.8,0.62,0.68,0.82,0.77,0.47,0.17,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4e-05,kz
0.0,0.22,1.17,2.96,5.61,6.24,7.91,13.18,15.78,16.08,16.74,8.08,3.61,1.68,0.56,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,kz
